InputID,ComputedRoomID,RoomName
0,10281,N/A
1,10282,N/A
2,10283,room_krisroom
3,10284,room_krishallway
4,10285,room_torroom
5,10286,room_torhouse
6,10287,room_torbathroom
7,10288,room_town_krisyard
8,10289,room_town_northwest
9,10290,room_town_north
10,10291,room_beach
11,10292,room_town_mid
12,10293,room_town_apartments
13,10294,room_town_south
14,10295,room_town_school
15,10296,room_town_church
16,10297,room_graveyard
17,10298,room_town_shelter
18,10299,room_hospital_lobby
19,10300,room_hospital_hallway
20,10301,room_hospital_rudy
21,10302,room_hospital_room2
22,10303,room_diner
23,10304,room_townhall
24,10305,room_flowershop_1f
25,10306,room_flowershop_2f
26,10307,room_library
27,10308,room_alphysalley
28,10309,room_torielclass
29,10310,room_schoollobby
30,10311,room_alphysclass
31,10312,room_schooldoor
32,10313,room_insidecloset
33,10314,room_school_unusedroom
34,10315,room_dark1
35,10316,room_dark1a
36,10317,room_dark2
37,10318,room_dark3
38,10319,room_dark3a
39,10320,room_dark_wobbles
40,10321,room_dark_eyepuzzle
41,10322,room_dark7
42,10323,room_dark_chase1
43,10324,room_dark_chase2
44,10325,room_castle_outskirts
45,10326,room_castle_town
46,10327,room_castle_front
47,10328,room_castle_tutorial
48,10329,room_castle_darkdoor
49,10330,room_field_start
50,10331,room_field_forest
51,10332,room_field1
52,10333,room_field2
53,10334,room_field2A
54,10335,room_field_topchef
55,10336,room_field_puzzle1
56,10337,room_field_maze
57,10338,room_field_puzzle2
58,10339,room_field_getsusie
59,10340,room_field_shop1
60,10341,room_field_puzzletutorial
61,10342,room_field3
62,10343,room_field_boxpuzzle
63,10344,room_field4
64,10345,room_field_secret1
65,10346,room_field_checkers4
66,10347,room_field_checkers2
67,10348,room_field_checkers6
68,10349,room_field_checkers3
69,10350,room_field_checkers1
70,10351,room_field_checkers5
71,10352,room_field_checkers7
72,10353,room_field_checkersboss
73,10354,room_forest_savepoint1
74,10355,room_forest_area0
75,10356,room_forest_area1
76,10357,room_forest_area2
77,10358,room_forest_area2A
78,10359,room_forest_puzzle1
79,10360,room_forest_beforeclover
80,10361,room_forest_area3A
81,10362,room_forest_area3
82,10363,room_forest_savepoint2
83,10364,room_forest_smith
84,10365,room_forest_area4
85,10366,room_forest_dancers1
86,10367,room_forest_secret1
87,10368,room_forest_thrashmaker
88,10369,room_forest_starwalker
89,10370,room_forest_area5
90,10371,room_forest_savepoint_relax
91,10372,room_forest_maze1
92,10373,room_forest_maze_deadend
93,10374,room_forest_maze_susie
94,10375,room_forest_maze2
95,10376,room_forest_maze_deadend2
96,10377,room_forest_savepoint3
97,10378,room_forest_fightsusie
98,10379,room_forest_afterthrash2
99,10380,room_forest_afterthrash3
100,10381,room_forest_afterthrash4
101,10382,room_forest_castleview
102,10383,room_forest_chase1
103,10384,room_forest_chase2
104,10385,room_forest_castlefront
105,10386,room_cc_prison_cells
106,10387,room_cc_prisonlancer
107,10388,room_cc_prison_to_elevator
108,10389,room_cc_prison2
109,10390,room_cc_prisonelevator
110,10391,room_cc_elevator
111,10392,room_cc_prison_prejoker
112,10393,room_cc_joker
113,10394,room_cc_entrance
114,10395,room_cc_1f
115,10396,room_cc_rudinn
116,10397,room_cc_2f
117,10398,room_cc_rurus1
118,10399,room_cc_3f
119,10400,room_cc_hathy
120,10401,room_cc_4f
121,10402,room_cc_rurus2
122,10403,room_cc_clover
123,10404,room_cc_5f
124,10405,room_cc_lancer
125,10406,room_cc_6f
126,10407,room_cc_throneroom
127,10408,room_cc_preroof
128,10409,room_cc_kingbattle
129,10410,room_cc_prefountain
130,10411,room_cc_fountain
131,10412,N/A
132,10413,N/A
133,10414,N/A
134,10415,N/A
135,10416,N/A
136,10417,N/A
137,10418,N/A
